,cell_index,n.p.mean,n.t1.mean,n.t2.mean,n.a1.mean,n.chi.mean,f.p.mean,f.t1.mean,f.t2.mean,f.a1.mean,f.a2.mean,f.chi.mean,rr.mean,n.tm.mean,f.tm.mean,n.p.sd,n.t1.sd,n.t2.sd,n.a1.sd,n.chi.sd,f.p.sd,f.t1.sd,f.t2.sd,f.a1.sd,f.a2.sd,f.chi.sd,rr.sd,n.tm.sd,f.tm.sd,npix,celltype,NADH,FAD,Group
1387,263,17.01724138,326.4211966,2832.778103,89.1467431,1.005861086,10,237.9075466,1595.63931,80.62935172,19.37064759,1.040092483,0.631349344,574.2320477,492.1405895,7.027493325,141.7880669,1345.951588,4.947096359,0.130151987,5.308054125,61.22288969,321.0909056,6.39961499,6.399616469,0.129779676,0.126900887,218.0361784,114.1144774,58,cell,NADH,FAD,CD4 Spleen FOV3
1388,264,13.44285714,110.7800429,1543.784286,91.20568429,0.999898914,7.428571429,257.3973529,1979.711771,84.56418143,15.43581843,1.098196814,0.645956345,237.7015034,442.0626708,4.49036235,63.76830757,360.097754,4.024328563,0.142276878,3.2596409,111.0845307,1038.33963,12.37556213,12.37556258,0.132413387,0.104632941,125.8251977,125.6280761,70,cell,NADH,FAD,CD4 Spleen FOV3
1389,265,17.472,182.5531448,1665.78944,82.9641576,0.99077684,10.656,254.359456,1880.79904,86.5418944,13.45810664,0.971300656,0.623504103,429.6437404,468.4903927,7.075145046,110.1845186,327.2895535,5.47628407,0.124722745,4.80776254,44.89769572,246.1596289,3.181823984,3.181822257,0.097694235,0.104357099,160.3461728,75.59470485,125,cell,NADH,FAD,CD4 Spleen FOV3
1390,266,15.71428571,326.3233571,2599.135238,84.92140714,0.970890286,11.33333333,287.3717619,2126.188571,88.8906119,11.10938548,0.950676143,0.578350676,638.7365469,488.1427435,6.608515254,69.56186475,882.0323807,4.539915621,0.085571768,4.832141709,67.14465504,343.8318741,4.230064903,4.230068354,0.058157106,0.087271965,103.2893146,130.6382527,42,cell,NADH,FAD,CD4 Spleen FOV3
1391,267,22.43820225,186.1067191,1901.750899,90.96814944,0.98782527,21.05617978,142.931764,1407.202719,93.22438764,6.775615056,1.014739472,0.525253727,335.7404676,227.1392217,8.34341746,30.68836609,328.8095976,2.148783208,0.09124756,11.60755979,16.35362461,174.3817385,1.362617309,1.362616591,0.088537608,0.095119413,45.53751176,24.74310859,89,cell,NADH,FAD,CD4 Spleen FOV3
1392,268,21.45,181.14285,1798.949875,85.73159875,1.001600488,15.1,140.2791888,1277.09925,89.51192875,10.48807363,0.983529975,0.580259153,407.4132749,258.2026983,11.54726117,56.77988806,386.0648954,3.144962269,0.109279695,7.452125684,23.0812162,125.3447788,2.12736891,2.127367572,0.114077085,0.091544478,98.22364603,27.76517176,80,cell,NADH,FAD,CD4 Spleen FOV3
1393,269,21.34057971,198.1268696,1834.133478,88.36128986,0.98353229,20.92753623,124.7659935,1035.251029,89.4737087,10.52629101,1.094932949,0.522710954,387.3049456,218.6438996,10.41860799,55.42678285,348.4658612,2.758436819,0.103636269,13.92610199,15.05907399,170.0536671,2.489494393,2.489494787,0.09772879,0.101197801,105.7803079,25.88653995,138,cell,NADH,FAD,CD4 Spleen FOV3
1394,270,28.68,154.1778977,1609.851857,91.66609029,1.025717417,37.44,156.2344,1483.857029,92.57999029,7.420010914,1.053078297,0.45421742,274.2104866,253.1545309,9.845379335,42.73952818,299.5220755,2.198864855,0.105818515,18.50366848,10.59518678,135.7745414,2.682457062,2.682454866,0.098469427,0.093536679,73.77996333,39.58204901,175,cell,NADH,FAD,CD4 Spleen FOV3
1395,271,17.52469136,311.1601506,2097.392716,81.91247593,0.984006889,10.53703704,322.025642,1910.302099,83.93924568,16.06075481,0.983988198,0.629055319,624.3045455,558.6879398,7.906440976,156.7567932,560.7531334,6.457885521,0.121908983,6.05475932,127.7769847,456.8354645,6.388168388,6.388167734,0.109997527,0.097894291,240.7838823,141.7846799,162,cell,NADH,FAD,CD4 Spleen FOV3
1396,272,20.90588235,237.8967765,2044.467765,84.26380941,1.065815294,17.69411765,194.9293882,1555.741506,89.19269412,10.80730376,1.017511329,0.569325411,522.4539314,342.3965988,11.02769623,136.4111521,418.7348595,7.879222705,0.126616089,16.36854091,84.23343628,305.4606804,6.342005345,6.342007773,0.123394375,0.124070597,278.9685556,168.4506653,85,cell,NADH,FAD,CD4 Spleen FOV3
1397,273,45.20915033,150.7227458,1594.237647,90.60332092,1.094061621,64.88235294,179.4576863,1537.620392,92.80997124,7.190028562,1.096673392,0.45408003,288.6731368,278.4806598,21.04214242,44.18818204,283.3395639,3.340757244,0.125091987,43.66724371,27.98707548,155.720641,1.892731851,1.892730899,0.130652816,0.104079363,97.65562751,59.43243096,153,cell,NADH,FAD,CD4 Spleen FOV3
1398,274,18.625,314.485,2221.3525,81.138025,1.134664375,11.125,301.187,2446.97625,89.9566625,10.04333375,0.886752125,0.609030202,674.7273977,511.6284635,6.653409437,45.95750984,195.1970269,1.960773738,0.080340942,2.167124494,50.22045495,334.4049795,1.915961273,1.915960421,0.098770456,0.134643272,94.8637461,42.43083161,8,cell,NADH,FAD,CD4 Spleen FOV3
1399,275,13.79591837,115.6807327,1432.155306,90.49523469,1.051262918,12.55102041,156.0581367,1523.191245,93.06194082,6.938059796,1.045709082,0.51497349,250.0578315,250.2004934,5.259830447,32.42736733,374.895538,4.894904449,0.100252168,3.747561565,58.4483537,404.2718012,2.004536827,2.004535233,0.168720474,0.104803489,117.4901736,90.99412468,49,cell,NADH,FAD,CD4 Spleen FOV3
1400,276,23.56521739,450.2577391,2390.306087,79.6164087,0.985499391,11.43478261,350.9831304,2342.743913,85.22997826,14.77002348,1.004604739,0.671591089,833.0557678,635.7779744,13.97994046,113.5774476,522.2014062,4.526684604,0.08143233,6.549296194,58.35697561,336.6284751,3.951551056,3.951548093,0.066739434,0.10061355,165.2738211,95.32309567,23,cell,NADH,FAD,CD4 Spleen FOV3
1401,277,13.43333333,178.356325,1761.618833,85.73269,1.1183546,7.216666667,249.1504333,1737.773617,85.36872833,14.631272,0.941555083,0.653086762,392.4881897,447.2247965,4.346698208,63.99504183,318.7312513,7.090581889,0.153403791,3.425189178,123.6959656,832.0410066,4.247104966,4.247104242,0.11835138,0.124357922,146.2932796,171.6796812,60,cell,NADH,FAD,CD4 Spleen FOV3
1402,278,15.38461538,304.2734808,2459.236731,84.06115577,1.051915077,8.346153846,323.4945192,2193.187692,83.96202115,16.03797846,1.035660058,0.654884699,635.932179,603.058432,6.084869845,160.5918452,628.6884991,3.42170577,0.094948646,4.324506615,93.66379432,631.5996686,4.853710786,4.853711387,0.081485132,0.106758209,190.5927853,116.7247873,52,cell,NADH,FAD,CD4 Spleen FOV3
1403,279,15.47826087,183.61245,1829.896848,89.28922609,0.993067326,8.804347826,131.2532413,1332.10663,88.05232609,11.94767565,1.035717761,0.637123034,344.5889966,263.8970817,7.092215233,49.74795365,527.3358131,4.204168685,0.114818569,4.323679324,19.80627051,298.0611009,4.910250274,4.910249272,0.208551609,0.10214674,85.87763673,38.06741039,46,cell,NADH,FAD,CD4 Spleen FOV3
1404,280,16.5,252.09524,2198.4256,89.65915667,0.978086333,9.2,189.0465,1645.171544,86.01402778,13.985968,1.078974222,0.639577738,433.4863357,327.295739,7.917055973,142.1086237,786.7653256,6.920835502,0.107080968,4.394071593,67.35410324,867.9370507,12.66420767,12.66421041,0.210152219,0.104467455,220.1893247,130.727982,90,cell,NADH,FAD,CD4 Spleen FOV3
1405,281,19.94845361,321.269533,2380.138557,86.80777423,0.957767464,9.494845361,264.3227216,1784.918464,83.12647216,16.87352907,1.033374784,0.669102901,596.4065147,506.7775391,10.46957013,155.2228236,554.6969735,4.229401074,0.106718312,5.04381575,92.00008849,479.06029,6.539954518,6.539952604,0.08727605,0.105608338,239.1999728,178.6072507,97,cell,NADH,FAD,CD4 Spleen FOV3
1406,282,19.93137255,271.4540196,1845.707745,83.78010784,0.979428118,13.09803922,224.5658039,1797.629314,88.26572941,11.73426853,0.99629852,0.612414275,526.285251,402.9036541,9.27069246,134.2918896,295.4887868,5.90476799,0.075010497,8.069634813,59.73804653,244.6380916,3.421174972,3.421175829,0.095404244,0.094491498,214.8409298,85.0743824,102,cell,NADH,FAD,CD4 Spleen FOV3
1407,283,23.74814815,228.6248185,1943.212741,87.93448815,1.020309526,20.94814815,197.5547704,1606.06697,90.90897852,9.091020889,1.080675452,0.572937721,428.2676147,321.5953845,15.56292884,102.8633414,536.599125,4.564661303,0.099422187,22.75184707,37.69662168,415.7439438,3.530645761,3.530646251,0.120624908,0.114351244,151.7775165,74.46217735,135,cell,NADH,FAD,CD4 Spleen FOV3
1408,284,18.52,473.96352,2800.6074,83.843948,1.02413976,11.54,255.6675,1636.9972,83.725812,16.274188,0.9393174,0.610468121,829.9818807,475.8195249,7.039944341,56.29983063,501.2825577,5.193978782,0.089673229,4.262843738,34.53690254,175.3292968,3.486086049,3.486086049,0.079440479,0.100425044,57.84340553,41.60602423,50,cell,NADH,FAD,CD4 Spleen FOV3
1409,285,21.57142857,345.3128214,2047.848214,75.19197143,1.101449036,11.35714286,273.3299643,1592.030214,81.90258571,18.097415,0.979351679,0.647929167,754.6730524,496.8417768,10.61595086,125.803089,334.863087,6.539532556,0.159309172,5.293002269,113.6802492,386.2569073,5.987538031,5.987536898,0.07954725,0.105455201,102.0440906,115.6164525,28,cell,NADH,FAD,CD4 Spleen FOV3
1410,286,18.70714286,268.0645686,2053.779143,82.81015286,1.021258779,11.19285714,247.4343857,1749.511643,86.36709143,13.63291014,1.076681107,0.6234624,564.2295256,444.1020838,7.725037709,119.0357717,555.0462812,7.720943582,0.103972217,5.21190727,131.6625208,426.6733963,4.625864371,4.625862887,0.118709683,0.111880825,220.0831057,159.9320895,140,cell,NADH,FAD,CD4 Spleen FOV3
1411,287,19.85454545,387.6117127,1964.446909,80.78764182,1.013501655,10.47272727,268.5298018,1287.7112,72.37195273,27.62804727,1.149615,0.654975421,688.9674043,545.8889707,7.296417644,248.4195911,644.9715445,5.331131903,0.111535537,4.063635234,144.2848028,231.4463424,7.056099622,7.056099622,0.153329751,0.108185253,319.4841313,134.0468604,55,cell,NADH,FAD,CD4 Spleen FOV3
1412,288,19.88405797,273.4322167,1968.002971,85.03538478,1.035667283,12.62318841,231.934442,1709.123768,87.34093768,12.6590629,0.966062957,0.616579512,521.6419546,415.0438007,6.155019865,128.7401752,376.5945666,5.982641046,0.116690158,5.51335856,41.32317974,262.5314522,3.394161913,3.394161081,0.12404994,0.093407005,208.9630643,72.15131543,138,cell,NADH,FAD,CD4 Spleen FOV3
1413,289,19.51485149,421.5334653,2857.30802,85.58775446,0.991180069,10.81188119,264.0011881,1652.878218,79.02408416,20.97591584,1.091389059,0.639037057,746.8438494,546.2032031,7.906470592,90.22375075,738.3045804,4.420927048,0.109177742,4.469256921,58.01148079,278.0850826,5.007292382,5.007292382,0.138613423,0.098516588,86.8694928,82.0192202,101,cell,NADH,FAD,CD4 Spleen FOV3
1414,290,20.2972973,378.4351216,2407.950135,83.5996027,1.018524311,10.55405405,375.5607297,2226.397297,85.31465405,14.68534351,0.962445838,0.657069472,708.9636053,626.8588623,8.94845166,179.7785503,687.3605254,4.462659303,0.101706465,4.620211381,80.39441811,650.0803803,6.083075539,6.083077866,0.081315226,0.081009437,272.8445412,118.6205158,74,cell,NADH,FAD,CD4 Spleen FOV3
1415,291,20.20529801,309.6953311,2124.786821,81.86422715,0.900275119,12.26490066,260.3227417,1724.453179,80.93956093,19.06043907,1.074145689,0.620578176,623.0431906,525.8925293,8.4358899,107.8518763,372.9639881,6.312951444,0.089265027,5.475645456,53.08817244,286.2691123,5.102358409,5.102358409,0.110773211,0.100970689,146.906104,67.57865045,151,cell,NADH,FAD,CD4 Spleen FOV3
1416,292,17.4957265,140.0919769,1286.399667,90.39467607,1.088939923,16.23931624,182.8363932,1827.237846,93.21773504,6.78226188,1.127024863,0.590274765,253.9150387,291.3351489,14.47746402,110.0450586,558.2786526,5.908020562,0.117234911,25.75770711,43.60560411,509.5575517,2.049743494,2.049742971,0.11810729,0.136726543,186.8127785,76.27385257,117,cell,NADH,FAD,CD4 Spleen FOV3
1417,293,24.27777778,420.1901667,2589.92,75.76607778,0.861727611,12.94444444,321.4065,1666.607778,79.53962222,20.46037778,0.988507611,0.650963318,941.5851038,591.7833246,10.41947021,112.5107467,369.1025803,2.833016682,0.104241585,6.092157178,62.79867292,185.9469385,4.125717351,4.125717351,0.048431697,0.092697226,130.3154939,78.52907798,18,cell,NADH,FAD,CD4 Spleen FOV3
1418,294,13.70588235,162.2379882,1317.191412,85.78411765,0.984058471,7.705882353,159.6532941,1595.694118,89.06658235,10.93341294,1.134114118,0.633086006,327.4896139,312.6386539,4.253890952,105.5766379,571.2325279,6.623825575,0.090207975,2.417765132,34.79645926,191.9903565,3.886200207,3.886203642,0.052239543,0.100497724,190.8673383,76.67240203,17,cell,NADH,FAD,CD4 Spleen FOV3
1419,295,18.1969697,224.8641439,1917.04603,87.88145758,1.151386955,10.27272727,199.1156136,1517.148076,86.12101364,13.87898712,1.027269742,0.644698862,437.9351294,356.7965714,8.723477953,155.0535156,570.2475739,5.973130169,0.158150856,5.644726483,78.14056439,641.3708275,6.577755215,6.577754485,0.121828667,0.095346386,266.3758819,131.6108109,66,cell,NADH,FAD,CD4 Spleen FOV3
1420,296,15.33333333,342.4108333,2123.353056,84.41700833,1.036578389,7.555555556,187.2445556,1418.614167,83.41384722,16.58615444,0.972218861,0.670327148,620.4645625,385.8345663,5.791619561,208.7560122,438.2702072,3.834854487,0.145019368,3.541141418,74.52195552,195.5039592,7.29508583,7.295083814,0.135121866,0.105730603,278.9557427,130.641598,36,cell,NADH,FAD,CD4 Spleen FOV3
1421,297,20.54166667,242.040794,1702.401905,80.59375893,0.964571351,12.58333333,237.8221131,1821.111369,84.4861,15.51389982,0.975763411,0.624662173,513.2581888,471.373884,9.237293695,117.8474152,471.0870635,6.781548914,0.095354548,7.223064079,51.41216207,466.1854799,4.54470082,4.544700869,0.119813469,0.102447518,190.9923646,94.17975012,168,cell,NADH,FAD,CD4 Spleen FOV3
1422,298,25.02173913,396.8591413,2456.380109,82.29208696,0.898983891,14.68478261,265.9840761,2021.251848,87.3144837,12.68551598,1.097159587,0.622927319,746.9466749,483.6119535,11.90251452,157.2495735,657.7217888,5.048497719,0.102796821,6.376345965,53.82235477,341.4036204,3.152931675,3.152932239,0.101436748,0.093180021,215.0513869,86.34470851,92,cell,NADH,FAD,CD4 Spleen FOV3
1423,299,19.92142857,201.2409364,1690.554643,86.43398929,1.0440527,11.28571429,182.6505429,1426.234214,83.22557357,16.77442793,0.961514014,0.634785643,399.207417,379.2473115,12.9226074,106.8176249,315.7661111,5.803908014,0.116747419,6.840722031,49.12618653,217.8032597,6.227497424,6.227495686,0.095252607,0.105374149,171.6861018,86.60612415,140,cell,NADH,FAD,CD4 Spleen FOV3
1424,300,21.26388889,364.4547083,2014.155833,77.23914722,0.991424736,13.55555556,301.0710972,1942.105,82.75496389,17.24503528,0.971209528,0.596608346,723.8843298,564.7287334,13.65262504,130.1029896,388.9335026,6.866642165,0.110801783,7.420733969,34.74625278,416.1432268,5.56678796,5.566789273,0.135809619,0.098903261,148.0508875,62.47342719,72,cell,NADH,FAD,CD4 Spleen FOV3
1425,301,19.91304348,244.0141522,1692.694783,81.15701087,0.877820087,11.06521739,237.7951739,1926.34,87.14014783,12.85985261,0.925485696,0.635661179,511.6362444,450.0209312,10.30388511,129.7762251,358.0030832,7.366251075,0.117615314,5.559385154,65.20940117,463.3230753,3.229162551,3.229161728,0.127465331,0.090834984,198.7024835,105.0820815,46,cell,NADH,FAD,CD4 Spleen FOV3
1426,302,18.65354331,342.0156378,2106.31811,79.24178504,0.977489039,11.75590551,293.8290945,1801.829685,83.33442913,16.66557079,0.965301787,0.604976852,685.6506117,533.3680474,8.40953536,136.9630437,493.3770781,6.699413488,0.113930435,4.720298174,74.26562123,356.8182115,4.647550337,4.647550489,0.103487853,0.102941497,140.8352981,77.38381382,127,cell,NADH,FAD,CD4 Spleen FOV3
1427,303,15.2962963,333.0559259,1692.718333,80.85557222,1.006592667,11.68518519,205.2609259,1696.943704,86.98511852,13.01488259,1.025104593,0.566253548,583.1452372,399.2373652,7.168141333,150.2609866,377.5379295,8.332946574,0.111764417,5.692842491,62.21348197,223.8914431,3.054542274,3.054540944,0.103550972,0.123109042,195.438621,112.1711645,54,cell,NADH,FAD,CD4 Spleen FOV3
1428,304,19.32258065,194.2319774,1626.428787,86.97917484,0.970796748,16.89032258,136.5672116,1418.885323,91.63812387,8.361874129,1.062511071,0.530646712,377.6341069,239.3621854,9.172187976,68.66561404,516.4004881,4.298854584,0.093812617,7.302879473,27.45626475,358.8573793,3.133148156,3.133150173,0.117128743,0.108124625,131.8523358,56.84404515,155,cell,NADH,FAD,CD4 Spleen FOV3
1429,305,15.48453608,172.1589722,1736.992062,87.6315134,0.956309392,9.721649485,203.7521567,1598.548474,88.60996082,11.39004134,1.027024897,0.618773395,359.5693067,352.5091675,6.076103127,57.67530917,303.1996453,5.10939364,0.115164673,4.367832863,58.82021522,502.9187544,3.358302367,3.358299957,0.099941778,0.112357832,119.7793056,76.7980863,97,cell,NADH,FAD,CD4 Spleen FOV3
1430,306,16.87804878,282.0328024,1818.336098,87.2216,0.993941488,10.53658537,223.5002927,1448.519268,88.33472439,11.66527512,1.040214512,0.619477731,468.2649193,365.8030758,4.925419383,143.338965,589.1936139,5.323380867,0.126126166,4.376628617,69.14067226,335.6903524,2.637274934,2.63727582,0.127223136,0.099096912,198.506623,106.8950979,41,cell,NADH,FAD,CD4 Spleen FOV3
1431,307,22.90909091,561.7309091,2705.185455,82.29255455,0.941596864,12.13636364,412.1074545,2016.222727,81.68461364,18.31538818,0.979780545,0.655245168,930.0723084,678.7272261,9.288544357,99.1044114,406.9270781,3.624362852,0.0820615,6.041881247,102.2268754,632.7714854,5.803402386,5.803399617,0.085004336,0.084060882,105.9843511,102.2814839,22,cell,NADH,FAD,CD4 Spleen FOV3
1432,308,10.14814815,180.7847444,1424.540333,88.07588148,0.999039111,10.14814815,139.3458889,1609.638519,94.58203704,5.417957778,0.89478563,0.508571426,333.9840592,221.1261398,3.59169666,81.29672373,395.8608558,4.266942667,0.141810613,4.801471759,49.45742973,451.2694504,1.625704958,1.625702891,0.093506689,0.156413238,160.5557184,85.34819407,27,cell,NADH,FAD,CD4 Spleen FOV3
1433,309,14.57627119,161.7152008,1626.264068,87.57530932,1.02019722,13.55932203,156.0805339,1396.320339,91.51084492,8.489152034,0.949809017,0.526430937,347.2935881,260.3242955,6.103672398,48.91326946,271.7181615,5.568546375,0.142553843,7.231864879,43.49499906,186.6516072,3.409242094,3.409244012,0.145364859,0.111750713,138.0334298,80.35423569,118,cell,NADH,FAD,CD4 Spleen FOV3
1434,310,18.88235294,296.4328824,1855.287265,82.11696176,1.000371206,12.42647059,327.3887059,2137.016176,89.28387941,10.71611956,1.014279559,0.615716091,572.16051,508.9229735,7.189398106,130.2834611,476.6739848,6.62824407,0.124845662,7.050597892,51.73694875,443.0244514,4.161864748,4.161864804,0.131503185,0.113110725,221.2056233,67.86424263,68,cell,NADH,FAD,CD4 Spleen FOV3
1435,311,13.62831858,168.5983124,1573.387858,88.87788761,0.933638274,7.699115044,244.987177,1813.086071,88.04553274,11.95447053,1.015990876,0.648517475,323.9881452,406.5742464,6.922007722,90.46895666,402.4797229,4.523881138,0.094123313,5.144145347,48.02691103,613.9334263,6.32987832,6.329875881,0.111869818,0.124595525,152.2091097,71.02747345,113,cell,NADH,FAD,CD4 Spleen FOV3
1436,312,13.45588235,119.3295346,1440.303728,91.47877574,0.947018544,7.191176471,213.0614912,1950.440147,89.88678971,10.11320735,1.019102882,0.659653302,235.1422757,388.422354,5.546927941,40.106838,360.1854747,3.437854086,0.123247947,4.288684001,76.08638138,483.2846468,2.390905486,2.390907205,0.104861269,0.11966292,95.78696421,129.6946711,136,cell,NADH,FAD,CD4 Spleen FOV3
1437,313,15.52,335.577808,2126.3416,83.007612,0.93108672,9.4,283.79992,2565.5484,89.93614,10.0638644,0.9831644,0.621882868,647.5951673,505.2411246,5.752680535,233.1556594,565.2138952,7.31377446,0.115996338,3.894440482,78.57000259,588.1827161,2.543476876,2.54347419,0.086144204,0.091655826,347.1749234,115.6365144,25,cell,NADH,FAD,CD4 Spleen FOV3
1438,314,12.42553191,204.9368298,2089.940851,87.86997872,0.994021404,10.0212766,135.1428723,1440.387234,90.3987383,9.601256809,0.944851149,0.558311523,418.282987,259.3216173,4.277060555,74.36543174,381.4712335,5.639518125,0.089558471,4.371296503,36.56366095,144.3981251,5.335728542,5.335730142,0.082107264,0.130841301,133.2354821,96.494279,47,cell,NADH,FAD,CD4 Spleen FOV3
1439,315,21.02380952,534.1792381,2949.954762,80.58520595,1.00058931,19.71428571,170.9643214,1974.965833,89.03535595,10.96464226,1.054271143,0.509159401,985.534848,366.5708698,9.640497151,176.4425217,556.6358928,5.476354882,0.107117362,6.862806038,50.09431343,187.5894703,3.636187158,3.63618972,0.084648182,0.106549478,134.6275727,109.0427838,84,cell,NADH,FAD,CD4 Spleen FOV3
1440,316,23.03333333,633.5206,2669.307,75.91406333,1.008709933,17.46666667,205.248,1828.859667,79.75306333,20.24693667,0.9476235,0.5655455,1103.415034,533.1318951,11.26937667,238.2137759,588.1406978,6.834252335,0.118806139,7.495899262,32.7621227,161.8885155,3.180219381,3.180219381,0.073031189,0.068467715,203.2127277,83.06600208,30,cell,NADH,FAD,CD4 Spleen FOV3
1441,317,22.09090909,225.5620909,2207.578182,85.46024545,1.113030273,10,247.8487273,1171.830182,76.19468182,23.80531818,1.057301909,0.673377526,508.7266685,460.4856825,11.29118723,66.81950245,312.5055179,4.347633594,0.095752105,3.521363372,39.89392253,177.8322177,5.904748399,5.904748399,0.060037865,0.082154235,132.0755979,34.83405462,11,cell,NADH,FAD,CD4 Spleen FOV3
